State Code,2020-01-30,2020-02-02,2020-02-03,2020-02-14,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,
KL,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,24,26,28,42,50,56,59,71,84,97,124,143,179,198,211,218,245,255,257,270,291,307,308,316,331,338,342,355,359,369,383,392,400,401,462,462,469,474,484,485,489,489,489,490,493,493,497,497,497,497,502,510,512,515,520,532,542,552,555,565,575,590,608,627,651,690,712,762,803,814,848,905,967,999,1045,1101,1174,1234,1324,1413,1509,1566,1659,1747,1807,1888,1941,2006,2108,2150,2229,2304,2436,2638,2839,3048,3174,3341,3452,3559,3708,3820,3963,4095,4257,4438,4634,4862,4995,5199,5371,5616,5890,6162,6594,7562,8611,9300,10045,10724,11365,12159,13023,13775,14463,15278,16299,17533,18333,19147,
LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,10,10,10,10,11,11,11,12,12,12,14,14,14,14,14,14,14,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,18,18,21,22,22,22,22,24,24,24,43,43,43,43,43,43,43,43,43,43,43,43,43,47,47,47,48,48,48,50,50,50,50,50,54,58,68,80,82,85,92,95,95,117,134,136,148,274,358,467,554,586,616,648,694,729,776,826,826,836,860,888,915,917,928,928,946,946,964,970,973,985,1003,1007,1010,1018,1025,1035,1057,1063,1066,1067,1080,1094,1095,1108,1108,1109,1127,1164,1177,1194,
MH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,39,39,42,50,52,56,70,79,117,125,188,208,217,229,259,295,300,331,365,507,572,722,789,840,957,1076,1188,1282,1388,1593,1773,1879,2000,2115,2465,2819,3094,3301,3470,3800,4199,4786,5125,5547,6089,6564,7088,7688,8437,9639,10318,11726,12583,13404,14600,15786,16954,17918,18616,26997,28081,29329,30108,31333,32329,33681,35147,37390,39314,40975,42639,44516,46078,47796,49346,50978,56049,57851,59166,60838,62773,64153,65744,67706,69631,73792,77453,79815,84245,86575,88960,90911,93154,101172,104687,108082,111740,115262,118558,123192,127259,132625,136985,140325,144507,149007,152613,158140,160357,165663,169569,175029,182217,187769,194253,199967,207194,213238,221944,232277,239755,248615,256158,266883,276809,287030,299356,305521,316375,327281,
ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,18,22,23,26,26,28,31,32,32,32,37,37,41,41,42,42,42,42,42,42,42,43,43,43,43,43,43,45,45,45,45,45,46,46,46,49,49,49,49,52,70,77,82,87,94,135,186,194,207,210,215,252,264,264,330,339,345,411,
MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,11,11,14,38,38,38,52,52,58,64,64,73,73,73,91,151,159,192,199,218,232,250,250,258,328,354,393,432,455,494,553,579,616,639,667,689,734,771,793,799,832,843,896,970,1020,1080,1129,1163,1182,1235,1320,1384,1418,1460,1491,1520,1521,1559,1615,1653,1672,1689,1699,1737,1766,1814,1862,1905,1926,
MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,25,25,37,38,41,51,64,64,70,70,127,131,138,148,152,203,210,281,302,357,373,461,482,524,624,798,856,1000,1099,1231,1349,1480,1676,1747,1860,2004,2171,2283,2315,2403,2435,2631,2734,2844,3089,3267,3408,3571,3689,3927,4050,4269,4444,4842,5003,5221,5445,5637,5878,6108,6331,6536,6729,6892,7042,7201,7377,7677,7903,8152,8388,8632,8748,8880,9015,9215,9335,9473,9619,9804,9971,10084,10199,10395,10655,10815,11049,11234,11411,11579,11768,11987,12232,12481,12679,12876,13208,13575,13908,14127,14514,14864,15311,15684,16257,16836,17359,17866,18488,19132,19791,20343,20934,21657,22271,22969,23550,24099,25414,26064,26902,27621,
MZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,12,19,24,30,47,55,55,61,122,123,126,127,130,133,133,139,143,143,143,150,150,151,159,159,160,160,167,167,168,168,179,183,183,183,193,193,198,215,234,247,253,258,266,282,286,288,288,
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,10,22,29,57,84,88,88,103,103,109,125,138,141,141,141,148,160,162,164,164,168,168,182,197,228,228,231,243,303,304,304,304,313,327,340,346,348,391,405,432,445,484,485,486,530,537,541,549,569,577,595,625,635,640,648,657,659,685,819,824,
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,12,12,12,18,18,19,19,21,24,24,24,30,32,33,33,34,35,37,38,39,41,55,56,60,60,60,61,62,63,68,68,85,116,143,158,166,196,220,277,307,343,393,436,497,550,649,733,812,887,977,1050,1126,1245,1325,1416,1481,1604,1716,1894,1993,2133,2282,2354,2474,2594,2708,2854,2974,3047,3144,3297,3534,3720,3863,3988,4123,4291,4422,4606,4743,4946,5189,5353,5502,5705,5934,6224,6486,6703,7006,7407,7972,8360,8750,9255,9864,10476,10877,11330,11937,12453,12910,13310,13750,14393,15201,15929,16793,17374,18061,18939,19746,20518,21274,21955,23074,24483,25738,26888,28698,
PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,14,14,18,20,20,23,25,27,27,29,30,31,37,38,49,53,66,70,72,84,98,101,101,104,108,112,117,128,133,135,149,152,157,166,168,171,200,223,305,1257,1366,1547,1642,1794,1819,1847,1870,1898,1913,1918,1918,1946,1949,1967,1987,2000,2017,2029,2043,2069,2092,2106,2128,2167,2232,2259,2282,2327,2356,2443,2461,2538,2570,2636,2678,2700,2825,3047,3099,3192,3201,3320,3526,3764,3867,3989,4144,4266,4306,4408,4494,4554,4828,4945,5017,5040,5392,5586,5663,5867,6277,6373,6454,6535,7118,7389,7641,7741,8096,8297,8810,9064,9752,10213,10509,10734,11075,11466,11882,12491,12943,13659,14040,
PY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,12,17,17,17,17,23,23,25,25,25,33,37,43,48,49,53,55,60,67,76,82,91,95,99,109,116,118,131,140,149,165,176,187,203,221,252,262,272,301,331,384,405,448,480,517,584,619,637,690,739,785,829,889,947,1014,1062,1154,1265,1318,1369,1400,1483,1561,1645,1720,1782,1874,1958,2100,2198,2309,2411,2537,2668,2808,2914,
RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,25,25,25,25,45,60,60,116,121,121,147,147,164,183,200,205,205,274,344,451,493,513,629,744,770,814,893,1116,1242,1356,1438,1525,1739,1889,2011,2162,2241,2324,2454,2573,2638,2729,2944,3055,3218,3337,3404,3485,3680,3786,3848,4056,4276,4562,4815,5244,5739,6032,6213,6435,6744,7104,7359,7501,7754,8117,8328,8569,8775,9011,9337,9566,9785,9962,10467,10742,10997,11274,11597,11910,12213,12611,12840,13062,13367,13611,13921,14220,14574,14948,15281,15640,15928,16278,16575,16866,17070,17620,17869,18103,18630,19169,19502,19970,20626,21144,21730,22195,22744,23364,23815,24547,25306,25954,26834,27317,28309,29231,29845,30668,31216,32051,32832,33849,35131,36195,
SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,4,5,21,21,25,29,29,39,39,39,49,49,49,50,52,52,52,52,61,65,65,71,71,80,80,81,87,86,87,87,88,90,90,92,108,112,122,137,142,147,174,186,198,214,231,269,289,297,299,303,353,406,
TG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,14,17,32,33,33,45,45,45,45,45,96,103,103,110,118,186,186,186,186,186,194,194,252,291,307,316,332,374,409,442,464,499,545,585,628,648,693,727,751,751,801,822,939,952,959,971,992,1002,1011,1013,1036,1043,1068,1092,1164,1284,1321,1345,1381,1412,1428,1491,1526,1556,1587,1627,1710,1742,1742,1742,1817,1993,2278,2352,2377,2766,3027,3071,3301,3352,3506,3731,4005,4224,4361,4688,4766,4928,5172,5582,7294,8082,9069,10195,11537,12703,14781,16287,17279,18192,19205,20919,22482,23679,24840,25999,27295,28705,30607,32438,34323,36385,37666,39327,40334,41332,41332,42106,42909,43751,44572,45388,46502,47590,48609,49675,50814,52103,53239,
TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,8,8,13,19,21,27,44,44,50,58,81,118,180,283,365,411,457,635,662,752,866,960,1020,1074,1128,1210,1258,1312,1341,1379,1409,1485,1516,1547,1605,1824,1959,2051,2134,2175,2240,2599,3538,4172,4406,4895,5882,6282,7128,7491,8324,8731,9342,9909,10548,11313,12000,12757,13170,13706,14316,14901,15762,16395,16999,17527,18325,19333,20705,22047,23409,24547,25344,26782,27624,28641,30271,31316,32754,34112,35339,37763,39999,41357,44094,45537,47749,50074,52926,56021,58378,60592,62778,66571,71116,74167,78161,82324,85915,89532,92567,97310,102310,107416,110807,113856,117915,121776,126670,131583,136793,143297,151055,156526,162249,166956,172883,178178,183956,190966,196483,202283,208784,214815,221087,227575,
TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29,42,64,85,89,116,116,148,152,152,165,165,165,165,167,167,172,173,173,173,173,173,173,173,192,192,192,239,278,278,315,433,433,556,556,639,657,680,759,782,807,904,1026,1062,1078,1086,1092,1092,1093,1146,1199,1202,1206,1219,1248,1324,1338,1372,1375,1421,1475,1538,1604,1637,1684,1735,1759,1845,1926,2033,2072,2131,2210,2362,2467,2621,2678,2962,3327,3463,3605,3605,3675,3725,3793,3860,
TT,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,6,6,8,8,99,141,160,169,191,230,286,329,394,469,565,635,786,972,1086,1198,1365,1509,1767,2040,2466,2854,3273,3976,4370,5012,5496,5938,6523,7103,7739,8429,9059,10021,10852,11763,12845,14140,15301,16776,17887,19301,20970,22549,24454,26417,28011,30245,34257,36795,39277,42309,45422,48553,51833,54409,57694,60706,64291,67725,70896,82631,86934,91862,95744,100275,104064,108454,113224,118657,123848,129019,134653,140928,146972,154235,162326,169684,180323,187549,194439,205180,214209,228183,237258,248137,258599,271688,285671,295917,310146,321777,335274,347839,359903,379902,394319,409065,424894,440209,457045,476553,495961,516250,536231,554429,572112,593088,613734,636601,654087,677669,700399,724702,752291,784166,817492,850006,887131,918643,952997,988680,1021566,1058991,1095545,1146913,1187268,1230338,1281558,1327141,1377282,1427669,
UN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,17,17,17,17,21,21,21,21,31,31,32,45,45,49,50,57,68,82,108,127,140,162,173,206,226,261,327,399,462,510,551,654,698,754,802,987,1130,1250,1387,1499,1653,1758,1873,1965,2072,2165,2441,2636,2783,2918,3066,3204,3324,3406,3538,3660,3824,3991,4215,4410,4651,4843,5030,5176,5257,5439,5648,5908,6185,6344,6669,6971,7292,7609,7875,8268,8610,8904,9239,9638,9995,10369,10995,11601,12116,12586,13119,13583,14215,14808,15506,16084,16629,17221,17597,18154,18761,19109,19627,20331,21127,21787,22689,23334,24203,24981,25743,26675,27634,28664,29845,30831,31855,33500,35803,37712,39903,41641,42833,44520,45807,46803,48863,51334,53357,55393,57271,60558,63402,66834,
UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,4,4,5,5,5,5,5,7,9,9,9,9,9,11,18,19,23,24,25,26,26,26,26,28,36,37,39,39,39,39,39,39,45,46,46,46,46,46,50,51,51,52,52,52,53,53,53,55,58,58,64,79,79,102,102,102,222,252,259,297,344,422,528,714,755,831,886,947,1077,1111,1189,1216,1254,1386,1433,1450,1500,1521,1602,1721,1758,1822,1909,2018,2111,2231,2317,2405,2481,2502,2524,2586,2621,2650,2672,2706,2718,2786,2856,2867,2948,2995,3021,3081,3116,3212,3297,3349,3399,3441,3495,3566,3675,3720,3811,3996,4168,4330,4437,4538,4847,5233,5427,5731,
WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,10,10,13,13,16,16,16,19,29,36,37,42,51,55,62,66,73,73,79,103,103,105,105,109,119,124,139,151,132,218,264,265,296,323,372,417,499,612,702,768,829,892,959,1006,1074,1136,1193,1221,1281,1339,1414,1486,1578,1668,1775,1970,2157,2306,2410,2580,2768,2912,3119,3303,3465,3620,3779,3988,4206,4542,5060,5494,6028,6533,7001,7303,7865,8297,8687,9218,9702,10190,10535,10789,11193,11719,12130,12528,13037,13571,14166,14711,15235,15790,16291,16826,17348,17959,18581,19213,19931,20680,21415,22253,23539,24883,26418,28035,29650,31656,33529,35654,37751,39917,42022,44116,46256,48374,50517,52730,54818,56884,58962,61023,63060,